# Broken Arrow Realism Overhaul - vraies stats : rayons d'explosion progressifs selon la charge (dégâts plus forts au centre, zone de suppression autour). Nucléaire volontairement limité. Option coupable : OPTION_EXPLOSIONS_REELLES. Fichier généré.
Option;Id;Name;HealthAOERadius;StressAOERadius;Damage
OPTION_EXPLOSIONS_REELLES;247;Round 125 HE T80BV T2;25;50;
OPTION_EXPLOSIONS_REELLES;249;Round 125 HE T80U T2;25;50;
OPTION_EXPLOSIONS_REELLES;240;Round 125 2A46M1 T90 HE T2;25;50;
OPTION_EXPLOSIONS_REELLES;241;Round 125 2A46M5 T90A T80UA HE  T2.5;25;50;
OPTION_EXPLOSIONS_REELLES;243;Round 125 2A46M501 T90M HE T3;25;50;
OPTION_EXPLOSIONS_REELLES;126;Round 125 2A75 HE T2;25;50;
OPTION_EXPLOSIONS_REELLES;49;Round 125 2A82 HE T3;25;50;
OPTION_EXPLOSIONS_REELLES;540;Round 120 M256 HE SEP3;25;50;
OPTION_EXPLOSIONS_REELLES;259;Round 120 M256 HE M1A1FEP T2.5;25;50;
OPTION_EXPLOSIONS_REELLES;576;Round 120 Leo2A8 HE;25;50;
OPTION_EXPLOSIONS_REELLES;716;Round 115 2A20 HE T1;22;44;
OPTION_EXPLOSIONS_REELLES;717;Round 115 2A20 HE T2;22;44;
OPTION_EXPLOSIONS_REELLES;714;Round 115 2A20 HEAT T1 ;10;30;
OPTION_EXPLOSIONS_REELLES;715;Round 115 2A20 HEAT T2;10;30;
OPTION_EXPLOSIONS_REELLES;2;Round 120 M256 HEAT M1A2C T3;9;30;
OPTION_EXPLOSIONS_REELLES;251;Round 120 M256 HEAT M1A2SEP2 T3;9;30;
OPTION_EXPLOSIONS_REELLES;252;Round 120 M256 HEAT M1A2SEP T3;9;30;
OPTION_EXPLOSIONS_REELLES;253;Round 120 M256 HEAT M1A2 T2.5;9;30;
OPTION_EXPLOSIONS_REELLES;260;Round 120 M256 HEAT M1A1HC T2;9;30;
OPTION_EXPLOSIONS_REELLES;173;Round 120 XM291 HEAT T3;9;30;
OPTION_EXPLOSIONS_REELLES;577;Round 120 Leo2A8 HEAT;9;30;
OPTION_EXPLOSIONS_REELLES;406;Round 120 2A51 HEAT T1;11;32;
OPTION_EXPLOSIONS_REELLES;187;Round 120 2A80 Vena HEAT;17;34;
OPTION_EXPLOSIONS_REELLES;169;Round 152 M81E1 HE T1;30;60;
OPTION_EXPLOSIONS_REELLES;170;Round 152 M81E1 HEAT T1;11;36;
OPTION_EXPLOSIONS_REELLES;493;Round 165 M81E1 HESH T1;30;60;
OPTION_EXPLOSIONS_REELLES;92;Round 152 2A33 Akatsiya HEAT T1;22;45;
OPTION_EXPLOSIONS_REELLES;408;Round 122 2A31 Gvozdika HEAT T1;11;36;
OPTION_EXPLOSIONS_REELLES;133;Obus 81 M252 HE;30;60;
OPTION_EXPLOSIONS_REELLES;134;Obus 82 HE;30;60;
OPTION_EXPLOSIONS_REELLES;410;Obus 82 Vasilyok HE;30;60;
OPTION_EXPLOSIONS_REELLES;135;Round 82 HEAT;10;30;
OPTION_EXPLOSIONS_REELLES;6;Obus 120 M121 HE;45;68;
OPTION_EXPLOSIONS_REELLES;623;Obus 120 M121 HE-RAP;45;68;
OPTION_EXPLOSIONS_REELLES;422;Obus 120 M121 HE Guided;45;68;
OPTION_EXPLOSIONS_REELLES;624;Obus 120 M121 HE Guided PERM;45;68;
OPTION_EXPLOSIONS_REELLES;183;Obus 120 Dilemma HE;45;68;
OPTION_EXPLOSIONS_REELLES;190;Obus 120 2A51 HE;45;68;
OPTION_EXPLOSIONS_REELLES;404;Obus 120 2A51 HE-RAP;45;68;
OPTION_EXPLOSIONS_REELLES;405;Obus 120 2A51 HE Guided;45;68;
OPTION_EXPLOSIONS_REELLES;191;Obus 120 2A51M HE-RAP;45;68;
OPTION_EXPLOSIONS_REELLES;418;Obus 120 2A51M HE Guided;45;68;
OPTION_EXPLOSIONS_REELLES;417;Obus 120 2A80 Vena HE;45;68;
OPTION_EXPLOSIONS_REELLES;416;Obus 120 2A80 Vena HE-RAP;45;68;
OPTION_EXPLOSIONS_REELLES;415;Obus 120 2A80 Vena HE Guided;45;68;
OPTION_EXPLOSIONS_REELLES;71;Obus 240 HE;80;120;
OPTION_EXPLOSIONS_REELLES;409;Obus 240 HE Guided;80;120;
OPTION_EXPLOSIONS_REELLES;37;Shell 105 M20 HE;40;60;
OPTION_EXPLOSIONS_REELLES;421;Shell 105 M20 HE-RAP;40;60;
OPTION_EXPLOSIONS_REELLES;503;Shell 105 LEO HE;40;60;
OPTION_EXPLOSIONS_REELLES;57;Round 105 M102 (AC-130);40;60;30
OPTION_EXPLOSIONS_REELLES;174;Shell 122 2A31 HE ;48;72;35
OPTION_EXPLOSIONS_REELLES;64;Shell 130 AK130 HE;50;75;
OPTION_EXPLOSIONS_REELLES;446;Shell 127 Mark45 HE;50;75;35
OPTION_EXPLOSIONS_REELLES;65;Shell 130 AK130 AAG;16;32;
OPTION_EXPLOSIONS_REELLES;448;Shell 127 Mark45 AA;16;32;
OPTION_EXPLOSIONS_REELLES;4;Shell 155 M284 M109A7 HE;60;90;40
OPTION_EXPLOSIONS_REELLES;281;Shell 155 M284 M109A7 HE Guided;60;90;40
OPTION_EXPLOSIONS_REELLES;261;Shell 155 M284 M109A6 HE;60;90;40
OPTION_EXPLOSIONS_REELLES;424;Shell 155 M284 M109A6 HE Guided;60;90;40
OPTION_EXPLOSIONS_REELLES;423;Shell 155 M907 IronThunder HE Guided;60;90;40
OPTION_EXPLOSIONS_REELLES;605;Shell 155 M284 M109A5O HE;60;90;40
OPTION_EXPLOSIONS_REELLES;607;Shell 155 PZH2000 HE;60;90;40
OPTION_EXPLOSIONS_REELLES;625;Shell 155 PZH2000 HE-RAP;60;90;40
OPTION_EXPLOSIONS_REELLES;610;Shell 155 K9EST HE;60;90;40
OPTION_EXPLOSIONS_REELLES;611;Shell 155 K9EST HE Guided;60;90;40
OPTION_EXPLOSIONS_REELLES;613;Shell 155 K9EST HE RAP;60;90;40
OPTION_EXPLOSIONS_REELLES;228;Shell 152 2A88 HE;60;90;40
OPTION_EXPLOSIONS_REELLES;229;Shell 152 2A88 Rad HE-RAP;60;90;40
OPTION_EXPLOSIONS_REELLES;412;Shell 152 2A88 Rad HE Guided;60;90;40
OPTION_EXPLOSIONS_REELLES;236;Shell 152 2A33 T2 HE;60;90;40
OPTION_EXPLOSIONS_REELLES;347;Shell 152 2A64 M2 HE;60;90;40
OPTION_EXPLOSIONS_REELLES;348;Shell 152 2A64 M2 HE Guided;60;90;40
OPTION_EXPLOSIONS_REELLES;910;Shell 152 2A64 Malva HE-RAP;60;90;40
OPTION_EXPLOSIONS_REELLES;489;Shell 152 2A37 M1 HE ;60;90;40
OPTION_EXPLOSIONS_REELLES;718;Shell 152 2A37 M1 HE Guided;60;90;40
OPTION_EXPLOSIONS_REELLES;426;Shell 155 M284 M109A6 HEAT Guided;12;36;
OPTION_EXPLOSIONS_REELLES;481;Shell 203 2A44 Malka HE;70;105;50
OPTION_EXPLOSIONS_REELLES;565;Shell 203 2A44 Malka HE Guided;70;105;50
OPTION_EXPLOSIONS_REELLES;66;MLRS 122 Grad HE ;55;82;
OPTION_EXPLOSIONS_REELLES;535;MLRS 140 A22 Ogon HE ;50;75;35
OPTION_EXPLOSIONS_REELLES;214;MLRS 220 Uragan1M;85;128;
OPTION_EXPLOSIONS_REELLES;178;MLRS 220 TOS1 Thermobaric;60;90;
OPTION_EXPLOSIONS_REELLES;179;MLRS 220 TOS1A Thermobaric;60;90;
OPTION_EXPLOSIONS_REELLES;215;MLRS 220 TOS2 Thermobaric;60;90;
OPTION_EXPLOSIONS_REELLES;443;MLRS 227 HE;75;112;
OPTION_EXPLOSIONS_REELLES;15;MLRS 227 HE Guided;75;112;
OPTION_EXPLOSIONS_REELLES;67;MLRS 300 HE;98;147;
OPTION_EXPLOSIONS_REELLES;430;MLRS 300 HE Guided;98;147;
OPTION_EXPLOSIONS_REELLES;466;MLRS 345 CATFAE Thermobaric;90;135;45
OPTION_EXPLOSIONS_REELLES;419;Shell 105 M20 CLUS;40;50;
OPTION_EXPLOSIONS_REELLES;581;Shell 105 LEO Clus;40;50;
OPTION_EXPLOSIONS_REELLES;150;Obus 120 2A51 Cluster;40;50;
OPTION_EXPLOSIONS_REELLES;450;Obus 120 Magnolia Cluster;40;50;
OPTION_EXPLOSIONS_REELLES;425;Shell 155 M284 M109A6 Cluster;80;100;
OPTION_EXPLOSIONS_REELLES;413;Shell 152 2A64 M1 Cluster;80;100;
OPTION_EXPLOSIONS_REELLES;431;MLRS 122 Grad Cluster;60;75;
OPTION_EXPLOSIONS_REELLES;444;MLRS 227 Cluster;80;100;
OPTION_EXPLOSIONS_REELLES;38;MLRS 227 Cluster Guided;80;100;
OPTION_EXPLOSIONS_REELLES;428;MLRS 300 Cluster;100;120;
OPTION_EXPLOSIONS_REELLES;429;MLRS 300 Cluster Guided;100;120;
OPTION_EXPLOSIONS_REELLES;322;Bomb 500kg ZB500 Napalm;65;80;
OPTION_EXPLOSIONS_REELLES;300;Bomb 340kg Mk77 Napalm;50;65;
OPTION_EXPLOSIONS_REELLES;432;MLRS 122 Grad Incendiary;40;50;
OPTION_EXPLOSIONS_REELLES;522;InfRocket 73 MROZ Incendiary;25;35;
OPTION_EXPLOSIONS_REELLES;550;InfRocket 66 M202Flash Incendiary;20;30;
OPTION_EXPLOSIONS_REELLES;558;Obus Unkown UR77;65;98;
OPTION_EXPLOSIONS_REELLES;467;Obus Unkown MICLIC;65;98;
OPTION_EXPLOSIONS_REELLES;17;Rocket 70 Hydra Pod;20;50;
OPTION_EXPLOSIONS_REELLES;294;Rocket 70 Hydra Pod Plane;20;50;
OPTION_EXPLOSIONS_REELLES;545;Rocket 70 Hydra LAVAD;20;50;
OPTION_EXPLOSIONS_REELLES;45;Rocket 70 Hydra APKWS Pod;20;50;
OPTION_EXPLOSIONS_REELLES;269;Rocket 70 DAGR Pod;20;50;
OPTION_EXPLOSIONS_REELLES;501;Missile AA 70 Hydra Fletcher;20;50;
OPTION_EXPLOSIONS_REELLES;327;Rocket 70 Fletcher Inf;20;50;25
OPTION_EXPLOSIONS_REELLES;81;Rocket 80 S8 Pod;22;50;
OPTION_EXPLOSIONS_REELLES;313;Rocket 80 S8 Pod Plane;22;50;
OPTION_EXPLOSIONS_REELLES;725;Rocket 80 S8 Gadyuka;22;50;
OPTION_EXPLOSIONS_REELLES;726;Rocket 80 S8L Pod;22;50;
OPTION_EXPLOSIONS_REELLES;85;Rocket 122 S13 Pod;50;75;
OPTION_EXPLOSIONS_REELLES;148;Rocket 122 S13 Pod Plane;50;75;45
OPTION_EXPLOSIONS_REELLES;580;Rocket 127 Zuni Pod;50;75;
OPTION_EXPLOSIONS_REELLES;145;Rocket 127 Zuni Pod Plane;50;75;
OPTION_EXPLOSIONS_REELLES;917;Rocket 240 S24 Plane ;75;112;
OPTION_EXPLOSIONS_REELLES;918;Rocket 240 S24 Heli;75;112;
OPTION_EXPLOSIONS_REELLES;314;Rocket 340 S25 Plane;90;135;
OPTION_EXPLOSIONS_REELLES;476;InfRocket 40 RPG7 HE OG7V;12;25;
OPTION_EXPLOSIONS_REELLES;130;InfRocket 66 M72 HE;12;25;20
OPTION_EXPLOSIONS_REELLES;525;InfRocket 73 SPG9 HE;12;25;
OPTION_EXPLOSIONS_REELLES;609;InfRocket 90 PVPJ1110 HE;12;25;
OPTION_EXPLOSIONS_REELLES;595;InfRocket 82 B300 HE;12;25;
OPTION_EXPLOSIONS_REELLES;593;InfRocket 90 C90CRBK ;12;25;
OPTION_EXPLOSIONS_REELLES;492;InfRocket 84 CGM3 HE;12;25;20
OPTION_EXPLOSIONS_REELLES;128;InfRocket 84 M141 BDM HEDP ;12;25;
OPTION_EXPLOSIONS_REELLES;41;InfRocket 84 SMAW NE;12;25;
OPTION_EXPLOSIONS_REELLES;392;InfRocket 140 SRAW HE;14;30;
OPTION_EXPLOSIONS_REELLES;396;InfRocket 93 RPOM Thermobaric;22;40;
OPTION_EXPLOSIONS_REELLES;737;Rocket 93 RPOM Thermobaric Vehicle;22;40;
OPTION_EXPLOSIONS_REELLES;451;Rocket 93 RPO Thermobaric Vehicle;22;40;
OPTION_EXPLOSIONS_REELLES;108;InfRocket 93 RPO Thermobaric;22;40;35
OPTION_EXPLOSIONS_REELLES;377;InfRocket 73 RShG2 Thermobaric;14;28;
OPTION_EXPLOSIONS_REELLES;524;InfRocket 105 RShG1 Thermobaric ;18;36;40
OPTION_EXPLOSIONS_REELLES;121;InfRocket 105 RMG HEAT Thermobaric;18;36;
OPTION_EXPLOSIONS_REELLES;107;InfRocket 105 RPG7 Thermobaric TBG7V;18;36;40
OPTION_EXPLOSIONS_REELLES;906;InfRocket 93 RPG7 Thermobaric TBG7L;16;32;35
OPTION_EXPLOSIONS_REELLES;103;InfRocket 62 Bur Thermobaric;12;25;
OPTION_EXPLOSIONS_REELLES;515;Missile AT Kornet Thermobaric;30;55;
OPTION_EXPLOSIONS_REELLES;202;Missile AT KornetM Thermobaric;30;55;
OPTION_EXPLOSIONS_REELLES;552;Missile AT Kornet Thermobaric TracReload;30;55;
OPTION_EXPLOSIONS_REELLES;494;Missile AT Khrizantema Thermobaric;30;55;
OPTION_EXPLOSIONS_REELLES;556;Missile AT AtakaM Thermobaric TracReload;28;50;
OPTION_EXPLOSIONS_REELLES;554;Missile AT Kokon Thermobaric TracReload;28;50;
OPTION_EXPLOSIONS_REELLES;557;Missile AT KonkursM Thermobaric;28;50;
OPTION_EXPLOSIONS_REELLES;47;Missile AT Hellfire UAV;20;40;
OPTION_EXPLOSIONS_REELLES;166;Missile AA Hellfire SHORAD;25;45;
OPTION_EXPLOSIONS_REELLES;308;Missile AT Griffin HE;18;36;
OPTION_EXPLOSIONS_REELLES;402;Missile AT Griffin UAV;18;36;
OPTION_EXPLOSIONS_REELLES;744;Missile AT Griffin UAV AC-130;18;36;
OPTION_EXPLOSIONS_REELLES;538;Missile AT KhBPLA UAV;18;36;
OPTION_EXPLOSIONS_REELLES;578;Missile AT KonkursM UAV;18;36;
OPTION_EXPLOSIONS_REELLES;458;Missile AT TOW BunkerBuster HE;22;44;
OPTION_EXPLOSIONS_REELLES;449;Missile AT LMUR HE;40;60;
OPTION_EXPLOSIONS_REELLES;147;Missile AGM AGM65H Plane;20;40;
OPTION_EXPLOSIONS_REELLES;317;Missile AGM Kh25ML Plane;50;75;
OPTION_EXPLOSIONS_REELLES;733;Missile AGM Kh25ML Heli;50;75;30
OPTION_EXPLOSIONS_REELLES;298;Missile ARM AGM88 HARM Plane;45;68;
OPTION_EXPLOSIONS_REELLES;271;Missile ARM Kh31 Plane;50;75;
OPTION_EXPLOSIONS_REELLES;400;Missile ARM Kh31 Heli;50;75;
OPTION_EXPLOSIONS_REELLES;315;Missile ARM Kh58UShK Plane;60;90;
OPTION_EXPLOSIONS_REELLES;301;Missile ARM AGM122 Plane;15;30;
OPTION_EXPLOSIONS_REELLES;397;Missile ARM AGM122 Heli;15;30;
OPTION_EXPLOSIONS_REELLES;318;Missile AGM Kh38ML Plane;100;150;
OPTION_EXPLOSIONS_REELLES;91;Missile AGM Kh29ML Plane;100;150;
OPTION_EXPLOSIONS_REELLES;539;Missile AGM Kh29L;100;150;
OPTION_EXPLOSIONS_REELLES;460;Missile Cruise Kh35U;85;128;
OPTION_EXPLOSIONS_REELLES;461;Missile Cruise Kh35U Helicopter;85;128;
OPTION_EXPLOSIONS_REELLES;502;Missile Cruise JSM;80;120;
OPTION_EXPLOSIONS_REELLES;478;Missile Cruise AGM84 SLAMER;100;150;
OPTION_EXPLOSIONS_REELLES;35;Missile Cruise TOMAHAWK;100;150;
OPTION_EXPLOSIONS_REELLES;302;Missile Cruise JASSM;100;150;
OPTION_EXPLOSIONS_REELLES;337;Missile Cruise Kh101;115;172;
OPTION_EXPLOSIONS_REELLES;339;Missile Cruise Kh55SM;115;172;
OPTION_EXPLOSIONS_REELLES;334;Missile Cruise Kh32;120;180;
OPTION_EXPLOSIONS_REELLES;219;Missile Cruise IskanderK HE Guided;120;180;
OPTION_EXPLOSIONS_REELLES;752;Missile Cruise IskanderK Fast Resupply;120;180;
OPTION_EXPLOSIONS_REELLES;303;Missile Cruise AGM86;160;240;
OPTION_EXPLOSIONS_REELLES;218;Missile Ballistic 500 IskanderM HE;120;180;
OPTION_EXPLOSIONS_REELLES;439;Missile Ballistic 500 TochkaU HE;115;172;
OPTION_EXPLOSIONS_REELLES;455;Missile Cruise Kh47M2 Kinzhal HE;120;180;
OPTION_EXPLOSIONS_REELLES;427;Missile Ballistic 400 PrSM HE Guided;95;142;
OPTION_EXPLOSIONS_REELLES;903;Missile Ballistic 400 PrSM HE Guided Fast Reload;95;142;
OPTION_EXPLOSIONS_REELLES;34;Missile Ballistic 560 ATACMS Cluster;80;100;
OPTION_EXPLOSIONS_REELLES;566;Missile Ballistic 500 IskanderM Cluster;90;110;
OPTION_EXPLOSIONS_REELLES;440;Missile Ballistic 500 TochkaU Cluster;150;170;15
OPTION_EXPLOSIONS_REELLES;919;Missile Cruise Kh47M2 Kinzhal Clus;90;110;
OPTION_EXPLOSIONS_REELLES;316;Missile Cruise Kh59MK Cluster;110;130;
OPTION_EXPLOSIONS_REELLES;477;Missile Cruise Kh59MK2 Cluster;110;130;
OPTION_EXPLOSIONS_REELLES;923;Missile Cruise Kh59MK2 Cluster UAV;110;130;
OPTION_EXPLOSIONS_REELLES;338;Missile Cruise Kh555 cluster;130;150;
OPTION_EXPLOSIONS_REELLES;351;Bomb 50kg KAB50;60;90;35
OPTION_EXPLOSIONS_REELLES;297;Bomb 93kg GBU53 SDBII;65;98;35
OPTION_EXPLOSIONS_REELLES;306;Bomb 93kg GBU53 SDBII AC130;65;98;35
OPTION_EXPLOSIONS_REELLES;324;Bomb 100kg OFAB100;80;120;40
OPTION_EXPLOSIONS_REELLES;61;Bomb 225kg Mk82;95;142;48
OPTION_EXPLOSIONS_REELLES;518;Bomb 225kg Mk82 VFX;95;142;48
OPTION_EXPLOSIONS_REELLES;284;Bomb 225kg Mk82 SE;95;142;48
OPTION_EXPLOSIONS_REELLES;517;Bomb 225kg Mk82 SE VFX;95;142;48
OPTION_EXPLOSIONS_REELLES;288;Bomb 225kg GBU54;95;142;48
OPTION_EXPLOSIONS_REELLES;160;Bomb 250kg FAB250;98;147;50
OPTION_EXPLOSIONS_REELLES;519;Bomb 250kg FAB250 VFX;98;147;50
OPTION_EXPLOSIONS_REELLES;755;Bomb 250kg FAB250 VFX Tu142;98;147;50
OPTION_EXPLOSIONS_REELLES;328;Bomb 250kg FAB250ShL;98;147;50
OPTION_EXPLOSIONS_REELLES;283;Bomb 454kg Mk83;115;172;60
OPTION_EXPLOSIONS_REELLES;290;Bomb 454kg GBU55;115;172;60
OPTION_EXPLOSIONS_REELLES;157;Bomb 500kg FAB500;115;172;62
OPTION_EXPLOSIONS_REELLES;520;Bomb 500kg FAB500 VFX;115;172;62
OPTION_EXPLOSIONS_REELLES;329;Bomb 500kg FAB500ShL;115;172;62
OPTION_EXPLOSIONS_REELLES;325;Bomb 500kg KAB500;115;172;62
OPTION_EXPLOSIONS_REELLES;922;Bomb 500kg KAB500 UAV;115;172;62
OPTION_EXPLOSIONS_REELLES;323;Bomb 500kg ODAB500 Thermobaric;110;165;
OPTION_EXPLOSIONS_REELLES;521;Bomb 500kg ODAB500 Thermobaric VFX;110;165;
OPTION_EXPLOSIONS_REELLES;287;Bomb 907kg Mk84;135;202;70
OPTION_EXPLOSIONS_REELLES;516;Bomb 907kg Mk84 VFX;135;202;70
OPTION_EXPLOSIONS_REELLES;708;Bomb 907kg Mk84 VFX 18;135;202;70
OPTION_EXPLOSIONS_REELLES;291;Bomb 907kg GBU56;135;202;70
OPTION_EXPLOSIONS_REELLES;705;Bomb 907kg GBU56 VFX;135;202;70
OPTION_EXPLOSIONS_REELLES;331;Bomb 1500kg FAB1500;150;225;
OPTION_EXPLOSIONS_REELLES;711;Bomb 1500kg FAB1500 VFX;150;225;
