# Broken Arrow Realism Overhaul - vraies stats (données v1). Fichier généré par le mod à chaque version : pour changer une valeur, utiliser les fichiers *_override.csv du dossier parent.
Option;Id;Name;GroundRange;MuzzleVelocity;MaxSpeed;BurnTime;MaxSeekerDistance;Damage;LowAltRange;PenetrationAtMinRange;PenetrationAtGroundRange;MinimalRange;Acceleration;PreventReloadWhileTracked;HighAltRange;IgnoreCover;TargetType;HealthAOERadius;DispersionHorizontalRadius;DispersionVerticalRadius;ResupplyTime;NonSeadProjectileRangeOverride;SeadProjectileRangeOverride;TopArmorAttack;RadioFuseDistance;SmokeRadius
;50;Grenade 40x53 NATO (Mk19);1500;;;;;5;;;;;;;;;;;;;;;;;
;602;Round 120 Leo2A8 DM73 AP;3000;1780;;;;;;;;;;;;;;;;;;;;;
;576;Round 120 Leo2A8 HE;5000;;;;;;;;;;;;;;;;;;;;;;
;577;Round 120 Leo2A8 HEAT;3000;1140;;;;;;;;;;;;;;;;;;;;;
;7;Round 100 2A70 T1 HE;4000;;;;;25;;;;;;;;0.3;;;;;;;;;
;194;Round 100 2A70 T2 HE;4000;;;;;25;;;;;;;;0.3;;;;;;;;;
;63;Missile AT Kornet;5500;;250;24;5500;24;;;;;125;;;;;;;;;;;;
;195;Round 30 2A72 T3 AP;2000;;;;;;;;;;;;;;;;;;;;;;
;196;Round 30 2A72 T3 HE;4000;;;;;;2500;;;;;;;;;;;;;;;;
OPTION_ATGM_ANTI_INFANTERIE;63;Missile AT Kornet;;;;;;;;;;;;;;;Infantry, Vehicle, Ship;;;;;;;;
;346;Missile AT Bulat;;;;;;24;;;;;;;;;;;;;;;;;
;5;Missile AT TOW2A;3750;;188;22;3750;24;;;;65;94;;;;;;;;;;;;
;25;Round 25 Bushmaster T2 AP ;2000;;;;;;;;;;;;;;;;;;;;;;
;26;Round 25 Bushmaster T2 HE;2200;;;;;;2200;;;;;;;;;;;;;;;;
OPTION_ATGM_ANTI_INFANTERIE;5;Missile AT TOW2A;;;;;;;;;;;;;;;Infantry, Vehicle, Ship;;;;;;;;
;278;Round 25 Bushmaster T3 AP;2000;;;;;;;;;;;;;;;;;;;;;;
;277;Round 25 Bushmaster T3 HE;2200;;;;;;2200;;;;;;;;;;;;;;;;
;52;Missile AT TOW2B;3750;;179;23;3750;24;;;;200;90;;;;;;;;;;;;
;458;Missile AT TOW BunkerBuster HE;3750;;;21;3750;35;;;;65;100;;;0.7;;;;;;;;;
;206;Round 30 2A42 T2 AP;1500;;;;;;;;;;;;;;;;;;;;;;
;205;Round 30 2A42 T2 HE;4000;;;;;;2500;;;;;;;;;;;;;;;;
;131;Missile AT KornetM;8000;;300;29;8000;24;;;;150;150;;;;;;;;;;;;
;96;Missile AT KonkursM;4000;;208;22;4000;24;;;;75;104;;;;;;;;;;;;
OPTION_ATGM_ANTI_INFANTERIE;131;Missile AT KornetM;;;;;;;;;;;;;;;Infantry, Vehicle, Ship;;;;;;;;
OPTION_ATGM_ANTI_INFANTERIE;96;Missile AT KonkursM;;;;;;;;;;;;;;;Infantry, Vehicle, Ship;;;;;;;;
;22;Round 30 Bushmaster2 AP T3;3000;;;;;;;;;;;;;;;;;;;;;;
;53;Round 30 Bushmaster2 HE T3;3000;;;;;;3000;;;;;;;;;;;;;;;;
;210;Round 30 2A42 T3 HE;4000;;;;;;2500;;;;;;;;;;;;;;;;
;266;Round 57 2A91 Barbaris AP T3;3000;;;;;;;;;;;;;;;;;;;;;;
;267;Round 57 2A91 Barbaris HE T3;4000;;;;;;4000;;;;;;;;;;;;;;;;
;435;Round 73 2A28 HEAT T1;800;;;;;19;;;;;;;;;;;;;;;;;
;436;Round 73 2A28 HE T1;1000;;;;;20;;;;;;;;;;;;;;;;;
;208;Round 30 2A72 T1 AP;2000;;;;;;;;;;;;;;;;;;;;;;
;207;Round 30 2A72 T1 HE;4000;;;;;;2500;;;;;;;;;;;;;;;;
;114;Missile AT Fagot;2500;;186;16;2500;24;;;;70;93;;;;;;;;;;;;
;395;Missile AT FagotM;2500;;186;16;2500;24;;;;70;93;;;;;;;;;;;;
OPTION_ATGM_ANTI_INFANTERIE;114;Missile AT Fagot;;;;;;;;;;;;;;;Infantry, Vehicle, Ship;;;;;;;;
OPTION_ATGM_ANTI_INFANTERIE;395;Missile AT FagotM;;;;;;;;;;;;;;;Infantry, Vehicle, Ship;;;;;;;;
;569;Round 35 Bushmaster3 AP T3;2000;;;;;;;;;;;;;;;;;;;;;;
;549;Missile AT Spike LR;4000;;;24;;24;;;;;95;;;;;;;;;;;;
OPTION_ATGM_ANTI_INFANTERIE;549;Missile AT Spike LR;;;;;;;;;;;;;;;Infantry, Vehicle, Ship;;;;;;;;
;570;Round 35 Bushmaster3 HE T3;4000;;;;;;3000;;;;;;;;;;;;;;;;
;508;Missile AT JavelinLWCLU;4000;;;23;;24;;;;65;;;;;;;;;;;;;
;155;Bullet 7.62x51 Minigun;1000;;;;;;;;;;;;;;;;;;;;;;
;36;Round 30 M230LF HEDP;2500;;;;;;;;;;;;;;;;;;;;;;
;279;Grenade 40x53 NATO Mk47;1700;;;;;5;;;;;;;;;;;;;;;;;
;280;Bullet 12.7x99 Minigun;1800;;;;;;;;;;;;;;;;;;;;;;
;176;Round 23x115 AP23 Mixed;2200;;;;;;2200;;;;;;;;;;;;;;;;
;162;Round 23x152 ZU23 AAG HE;2500;;;;;;2500;;;;;;2000;;;;;;;;;;
;189;Round 23x152 ZU23M AAG HE;2500;;;;;;2500;;;;;;2000;;;;;;;;;;
;451;Rocket 93 RPO Thermobaric Vehicle;600;;;;;35;;;;;;;;0.7;;;;;;;;;
;501;Missile AA 70 Hydra Fletcher;;;;;;25;;;;;;;;;;;;;;;;;
;163;Bullet 14.5 ;2000;;;;;;1500;;;;;;;;;;;;;;;;
;515;Missile AT Kornet Thermobaric;5500;;250;24;5500;45;;;;;125;;;0.5;;;;;;;;;
;202;Missile AT KornetM Thermobaric;8000;;300;29;8000;45;;;;150;150;;;0.5;;;;;;;;;
;156;Bullet 7.62x54 Minigun;1000;;;;;;;;;;;;;;;;;;;;;;
;98;Missile AT MetisM1;2000;;200;12;2000;24;;;;80;100;;;;;;;;;;;;
;118;Grenade 40 AGS40;2500;;;;;5;;;;;;;;;;;;;;;;;
;553;Missile AT Kokon TracReload;6000;;345;20;6000;24;;;;400;;;;;;;;;;;;;
;554;Missile AT Kokon Thermobaric TracReload;6000;;345;20;6000;35;;;;400;170;;;0.5;;;;;;;;;
;555;Missile AT AtakaM TracReload;8000;;550;17;8000;24;;;;800;275;;;;;;;;;;;;
;556;Missile AT AtakaM Thermobaric TracReload;5800;;550;13;5800;40;;;;1000;275;;;0.5;;;;;;;;;
;551;Missile AT Kornet TracReload;5500;;250;24;5500;24;;;;;125;;;;;;;;;;;;
;552;Missile AT Kornet Thermobaric TracReload;5500;;250;24;5500;45;;;;;125;;;0.5;;;;;;;;;
;203;Missile AT Khrizantema;6000;;400;17;6000;24;;;;400;200;;;;;;;;;;;;
;494;Missile AT Khrizantema Thermobaric;6000;;400;17;6000;40;;;;400;200;;;0.5;;;;;;;;;
;557;Missile AT KonkursM Thermobaric;4000;;208;22;4000;35;;;;75;104;;;0.5;;;;;;;;;
;498;Round 100 MT12 AP T1;3000;;;;;;;;;;;;;;;;;;;;;;
;499;Round 100 MT12 HEAT T1;1000;;;;;;;;;;;;;;;;;;;;;;
;490;Round 57 S60 AP T1;4000;;;;;;;;;;;;;;;;;;;;;;
;491;Round 57 S60 HE T1;4000;;;;;;4000;;;;;;;;;;;;;;;;
;105;InfRocket 73 SPG9 HEAT;800;;;;;24;;;;;;;;;;;;;;;;;
;525;InfRocket 73 SPG9 HE;800;;;;;20;;;;;;;;;;;;;;;;;
OPTION_GRENADE_40MM_LETALE;50;Grenade 40x53 NATO (Mk19);;;;;;5;;;;;;;;;;5;;;;;;;
;275;InfBullet 12.7x99 Sniper T1;1830;;;;;;;;;;;;;;;;;;;;;;
;571;Round 30 Rarden AP;2000;;;;;;;;;;;;;;;;;;;;;;
;567;Round 30 Rarden HE;2000;;;;;;;;;;;;;;;;;;;;;;
;591;InfRocket 90 PVPJ1110 HEAT;900;;;;;24;;800;800;;;;;;;;;;;;;;
;609;InfRocket 90 PVPJ1110 HE;900;;;;;15;;;;;;;;;;;;;;;;;
;572;Missile AT RBS56;2200;;250;11;2200;24;;;;150;125;;;;;;;;;;;;
;596;Missile AT MilanER;3000;;200;17;3000;24;;;;;100;;;;;;;;;;;;
;574;Missile AT MAPATS;6000;;;32;6000;24;;;;300;100;;;;;;;;;;;;
;347;Shell 152 2A64 M2 HE;9000;;;;;;;;;;;;;;;;;;;;;;
;348;Shell 152 2A64 M2 HE Guided;9000;;;;;;;;;;;;;;;;;;;;;;
;349;Shell 152 2A64 M2 SMK;9000;;;;;;;;;;;;;;;;;;;;;;
;68;Shell 152 2A64 M1 SMK;9000;;;;;;;;;;;;;;;;;;;;;;
;413;Shell 152 2A64 M1 Cluster;9000;;;;;;;;;;;;;;;;;;;;;;
;37;Shell 105 M20 HE;9000;;;;;30;;;;;;;;;;;;;;;;;
;419;Shell 105 M20 CLUS;9000;;;;;;;;;;;;;;;;;;;;;;
;421;Shell 105 M20 HE-RAP;9000;;;;;30;;;;;;;;;;;;;;;;;
;420;Shell 105 M20 SMK;9000;;;;;;;;;;;;;;;;;;;;;;
;64;Shell 130 AK130 HE;9000;;;;;35;;;;;;;;;;;;;;;;;
;281;Shell 155 M284 M109A7 HE Guided;9000;;;;;;;;;;;;;;;;;;;;;;
;423;Shell 155 M907 IronThunder HE Guided;9000;;;;;;;;;;;;;;;;;;;;;;
;152;Shell 155 M284 M109A7 SMK;9000;;;;;;;;;;;;;;;;;;;;;;
;174;Shell 122 2A31 HE ;9000;;;;;;;;;;;;;;;;;;;;;;
;417;Obus 120 2A80 Vena HE;8500;;;;;35;;;;;;;;;;;136;136;;;;;
;414;Obus 120 2A80 Vena SMK;7200;;;;;;;;;;;;;;;;;;;;;;
;218;Missile Ballistic 500 IskanderM HE;9000;;2100;;;;;;;;1050;;;;;;;;480;;;;
;566;Missile Ballistic 500 IskanderM Cluster;9000;;2100;;;;;;;;1050;;;;;;;;480;;;;
;219;Missile Cruise IskanderK HE Guided;9000;;;32;;;;;;;;;;;;;;;480;;;;
;752;Missile Cruise IskanderK Fast Resupply;9000;;;32;;;;;;;;;;;;;;;480;;;;
;228;Shell 152 2A88 HE;9000;;;;;;;;;;;;;;;;;;;;;;
;229;Shell 152 2A88 Rad HE-RAP;9000;;;;;;;;;;;;;;;;;;;;;;
;412;Shell 152 2A88 Rad HE Guided;9000;;;;;;;;;;;;;;;;;;;;;;
;236;Shell 152 2A33 T2 HE;9000;;;;;;;;;;;;;;;;;;;;;;
;237;Shell 152 2A33 SMK;9000;;;;;;;;;;;;;;;;;;;;;;
;92;Round 152 2A33 Akatsiya HEAT T1;3000;;;;;;;;;;;;;;;;;;;;;;
;261;Shell 155 M284 M109A6 HE;9000;;;;;;;;;;;;;;;;;;;;;;
;149;Shell 155 M284 M109A6 SMK;9000;;;;;;;;;;;;;;;;;;;;;;
;425;Shell 155 M284 M109A6 Cluster;9000;;;;;;;;;;;;;;;;;;;;;;
;426;Shell 155 M284 M109A6 HEAT Guided;9000;;;;;;;;;;;;;;;;;;;;;;
;439;Missile Ballistic 500 TochkaU HE;9000;;1030;11;;;;;;;515;;;;;;;;1140;;;;
;440;Missile Ballistic 500 TochkaU Cluster;9000;;1030;11;;;;;;;515;;;;;;;;1140;;;;
OPTION_TOCHKA_ZONE_REELLE;440;Missile Ballistic 500 TochkaU Cluster;;;;;;;;;;;;;;;;150;;;;;;;
;4;Shell 155 M284 M109A7 HE;9000;;;;;;;;;;;;;;;;;;;;;;
;481;Shell 203 2A44 Malka HE;9000;;;;;;;;;;;;;;;;;;;;;;
;565;Shell 203 2A44 Malka HE Guided;9000;;;;;;;;;;;;;;;;;;;;;;
;503;Shell 105 LEO HE;9000;;;;;30;;;;;;;;;;;;;;;;;
;581;Shell 105 LEO Clus;9000;;;;;;;;;;;;;;;;;;;;;;
;558;Obus Unkown UR77;;;;;;;;;;;;;;;;;;;900;;;;
;605;Shell 155 M284 M109A5O HE;9000;;;;;;;;;;;;;;;;;;8;;;;
;606;Shell 155 M284 M109A5O SMK;9000;;;;;;;;;;;;;;;;;;8;;;;
;610;Shell 155 K9EST HE;9000;;;;;;;;;;;;;;;;;;5;;;;
;613;Shell 155 K9EST HE RAP;9000;;;;;;;;;;;;;;;;;;5;;;;
;611;Shell 155 K9EST HE Guided;9000;;;;;;;;;;;;;;;;;;;;;;
;612;Shell 155 K9EST SMK;9000;;;;;;;;;;;;;;;;;;5;;;;
;607;Shell 155 PZH2000 HE;9000;;;;;;;;;;;;;;;;;;12;;;;
;625;Shell 155 PZH2000 HE-RAP;9000;;;;;;;;;;;;;;;;;;12;;;;
;910;Shell 152 2A64 Malva HE-RAP;9000;;;;;;;;;;;;;;;;;;;;;;
;6;Obus 120 M121 HE;7240;;;;;35;;;;;;;;;;;136;136;;;;;
;87;Obus 120 M121 SMK;7240;;;;;;;;;;;;;;;;;;;;;;
;422;Obus 120 M121 HE Guided;7000;;;;;35;;;;;;;;;;;10;10;;;;;
;15;MLRS 227 HE Guided;9000;;;;;45;;;;;;;;;;;;;;;;;
;38;MLRS 227 Cluster Guided;9000;;;;;;;;;;;;;;;;;;;;;;
;34;Missile Ballistic 560 ATACMS Cluster;9000;;1000;11;;45;;;;;;;;0.5;;;;;240;;;;
;427;Missile Ballistic 400 PrSM HE Guided;9000;;;14;;;;;;;;;;;;;;;150;;;;
;66;MLRS 122 Grad HE ;9000;;;;;40;;;;;;;;;;;;;;;;;
;431;MLRS 122 Grad Cluster;9000;;;;;;;;;;;;;;;;;;;;;;
;432;MLRS 122 Grad Incendiary;9000;;;;;;;;;;;;;;;40;;;;;;;
;73;MLRS 122 Grad SMK;9000;;;;;;;;;;;;;;;;;;;;;;
;67;MLRS 300 HE;9000;;;;;45;;;;;;;;;;;;;;;;;
;428;MLRS 300 Cluster;9000;;;;;;;;;;;;;;;;;;;;;;
;430;MLRS 300 HE Guided;9000;;;;;45;;;;;;;;;;;;;80;;;;
;429;MLRS 300 Cluster Guided;9000;;;;;;;;;;;;;;;;;;80;;;;
;71;Obus 240 HE;9000;;;;;45;;;;800;;;;0.5;;;;;;;;;
;409;Obus 240 HE Guided;9000;;;;;45;;;;3600;;;;0.5;;;;;;;;;
;133;Obus 81 M252 HE;5935;;;;;20;;;;;;;;;;;;;;;;;
;132;Obus 81 M252 SMK;5935;;;;;;;;;;;;;;;;;;;;;;
;623;Obus 120 M121 HE-RAP;9000;;;;;35;;;;;;;;;;;136;136;;;;;
;624;Obus 120 M121 HE Guided PERM;9000;;;;;35;;;;;;;;;;;2;2;;;;;
;134;Obus 82 HE;6000;;;;;20;;;;;;;;;;;;;;;;;
;136;Obus 82 SMK;6000;;;;;;;;;;;;;;;;;;;;;;
;903;Missile Ballistic 400 PrSM HE Guided Fast Reload;9000;;;14;;;;;;;;;;;;;;;;;;;
;178;MLRS 220 TOS1 Thermobaric;3500;;;;;45;;;;;;;;0.7;;;;;60;;;;
;179;MLRS 220 TOS1A Thermobaric;6000;;;;;45;;;;;;;;0.7;;;;;60;;;;
;410;Obus 82 Vasilyok HE;4270;;;;;20;;;;;;;;;;;;;;;;;
;183;Obus 120 Dilemma HE;7100;;;;;35;;;;;;;;;;;136;136;;;;;
;191;Obus 120 2A51M HE-RAP;9000;;;;;35;;;;;;;;;;;136;136;;;;;
;193;Obus 120 2A51M SMK ;7247;;;;;;;;;;;;;;;;;;;;;;
;418;Obus 120 2A51M HE Guided;9000;;;;;35;;;;;;;;;;;;;;;;;
;150;Obus 120 2A51 Cluster;8000;;;;;;;;;;;;;;;;;;;;;;
;406;Round 120 2A51 HEAT T1;1000;;;;;;;;;;;;;;;;;;;;;;
;415;Obus 120 2A80 Vena HE Guided;9000;;;;;35;;;;;;;;;;;;;;;;;
;187;Round 120 2A80 Vena HEAT;1000;;;;;;;;;;;;;;;;;;;;;;
;190;Obus 120 2A51 HE;8800;;;;;35;;;;;;;;;;;136;136;;;;;
;192;Obus 120 2A51 SMK;7100;;;;;;;;;;;;;;;;;;;;;;
;404;Obus 120 2A51 HE-RAP;9000;;;;;35;;;;;;;;;;;136;136;;;;;
;405;Obus 120 2A51 HE Guided;9000;;;;;35;;;;;;;;;;;;;;;;;
;214;MLRS 220 Uragan1M;9000;;;;;45;;;;;;;;;;;;;;;;;
;215;MLRS 220 TOS2 Thermobaric;9000;;;;;45;;;;;;;;0.7;;;;;;;;;
;443;MLRS 227 HE;9000;;;;;45;;;;;;;;;;;;;;;;;
;444;MLRS 227 Cluster;9000;;;;;;;;;;;;;;;;;;;;;;
;416;Obus 120 2A80 Vena HE-RAP;9000;;;;;35;;;;;;;;;;;136;136;;;;;
;450;Obus 120 Magnolia Cluster;8000;;;;;;;;;;;;;;;;;;;;;;
;18;Missile AA Stinger Vehicles;;;750;9;4800;;4800;;;200;375;;4800;;;;;;30;;;;
;20;Missile AA 57Eh6E Pantsir;;;1300;9;9000;;9000;;;1200;650;;9000;;;;;;60;6000;6000;;
;60;Round 30 2A38 Pantsir AAG HE T3;4000;;;;;;4000;;;;;;3000;;;;;;;;;;
OPTION_PANTSIR_ANTIMISSILE;20;Missile AA 57Eh6E Pantsir;;;;;;;;;;;;;;;1920;;;;;;;;
;166;Missile AA Hellfire SHORAD;8000;;425;21;;30;5600;;;;210;;;0.5;47;;;;;;;;
;454;Round 30 M230LF HEDP AAG;2000;;;;;;;;;;;;;;;;;;;;;;
;28;Missile AA TorM1;;;800;14;9000;;9000;;;1000;400;;9000;;;;;;135;;;;
;77;Missile AA TorM2;;;1000;11;9000;;9000;;;1000;500;;9000;;;;;;68;;;;
;545;Rocket 70 Hydra LAVAD;;;;;;25;;;;;;;;;;;;;;;;;
;32;Round 25 GAU12 AAG HE;2500;;;;;;2500;;;;;;2500;;;;;;;;;;
;69;Missile AA OsaAKM;;;;20;9000;;9000;;;1500;;;9000;;;;;;50;;;;
;452;Missile AA OsaAKM1;;;;19;9000;;9000;;;1500;;;9000;;;;;;50;;;;
;62;Round 20 M61 AAG HE;1800;;;;;;1200;;;;;;1200;;;;;;;;;;
;97;Missile AA Verba;;;;15;6400;;6400;;;500;200;;6400;;;;;;;;;;
;181;Missile AA Strela10;;;550;12;5000;;5000;;;800;275;;5000;;;;;;45;;;;
;182;Missile AA Sosna;;;875;13;9000;;9000;;;1300;440;;9000;;;;;;50;;;;
;201;Round 57 2A91 Derivatsiya AAG HE T3;4000;;;;;;6000;;;;;;6000;;;;;;;;;;
;106;Missile AA IglaN;;;570;12;5200;;5200;;;;285;;5200;;;;;;;;;;
;212;Round 23 AZP23 NoRad HE;2500;;;;;;2500;;;;;;2500;;;;;;;;;;
;213;Round 23 AZP23 Rad AAG HE;2500;;;;;;2500;;;;;;2500;;;;;;;;;;
;232;Missile AA 9M311 TunguskaM;;;900;11;8000;;8000;;;1300;450;;8000;;;;;;120;;;;
;233;Missile AA 9M3111M TunguskaM1;;;900;12;9000;;9000;;;1300;450;;9000;;;;;;120;;;;
;231;Round 30 2A38 Tunguska AAG HE;4000;;;;;;4000;;;;;;3000;;;;;;;;;;
;234;Missile AA 57Eh6E PantsirSV;;;1300;9;9000;;9000;;;1200;650;;9000;;;;;;;;;;
;262;Round 20 M61 AAG CIWS HE;;;;;;;2000;;;;;;2000;;;;;;;;;;
;560;Missile AA RIM116 SeaRAM;;;680;16;9000;;9000;;;;340;;9000;;;;;;;;;;
;464;Missile AA AMRAAM Ground;;;1360;9;;;9000;;;2500;680;;9000;;;;;;;;;;
